,LC_name,Autocor_length,Beyond1Std,CAR_sigma,CAR_mean,CAR_tau,Con,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK_AC,Amplitudes,amp1,amp_2_1_ratio,amp_3_1_ratio
46,exampledata_37.ascii,124.0,0.4112478031634446,10.0,117667.37599719859,0.5,0.0,0.7848851228619717,inf,58833.68799859929,1.5918437408371023e-06,0.08113999999477528,0.19859402460456943,0.9666666666666667,2.7623629619212803e-06,0.16205999999510823,0.4332592250660311,0.003633085663100407,0.0,-1.1949443880045996,0.09365403799093323,0.0,0.051474000000000686,13797.590054999997,0.0001683993071653142,9.480915698351343e-05
47,exampledata_56.ascii,125.0,0.4112478031634446,10.0,117667.37637095255,0.5,0.0,-0.4919744273946126,inf,58833.688185476276,1.5947292438204506e-06,0.08147400000598282,0.1968365553602812,0.9666666666666667,2.7623629619212803e-06,0.16262199999619043,0.43347292791176534,0.0032106599857069065,0.0,-1.1997344217311878,0.09382380307119276,0.0,0.06584450000000075,13880.384449999998,0.00012783790024249286,0.0001090228463792083
48,exampledata_13.ascii,124.0,0.4204946996466431,10.0,117667.37737902826,0.5,0.0,-0.48747898766494485,inf,58833.68868951413,1.5955477518763847e-06,0.0816000000013446,0.1978798586572438,0.9666666666666667,2.767725469044877e-06,0.1629079999984242,0.4334502381694376,-0.00834701705795084,0.0,-1.198586968463332,0.09387195972314935,0.0,0.0760714999999994,13431.980607999996,0.00024495529085374917,0.0001406833042107589
49,exampledata_69.ascii,124.0,0.40492957746478875,10.0,117667.37664729576,0.5,0.0,-0.36017654359470136,inf,58833.68832364788,1.5951688460374775e-06,0.08158800000092015,0.19718309859154928,0.9666666666666667,2.7575272837000535e-06,0.1629027499948279,0.43339090033102257,-0.0001920779368542264,0.0,-1.1993875288507732,0.09384966671136201,0.0,0.07830399999999926,14096.384211,0.00022085331743126524,0.00014086743447249957
50,exampledata_54.ascii,125.0,0.4105263157894737,10.0,117667.37648286665,0.5,0.0,-0.031857555859088074,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0,0.06912749999999868,13869.936225,0.00017381743640496213,2.4472165461156256e-05
51,exampledata_11.ascii,123.0,0.415929203539823,10.0,117667.37841378052,0.5,0.0,0.01225206134634421,162482.99983304023,58833.68920689026,1.590744729947233e-06,0.0805640000035055,0.2,0.9666666666666667,2.7725951144534517e-06,0.1609150000003865,0.43275551136221346,-0.014717839287231794,1.0,-1.1866230557243411,0.09358938104921408,1.0,0.09686349999999955,13619.845096000001,0.00019178430342909488,0.0002479381022788549
52,exampledata_70.ascii,124.0,0.4077328646748682,10.0,117667.37704584886,0.5,0.0,-0.0152015504526277,inf,58833.68852292443,1.5907949938622836e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4333414990988283,0.00128670477185674,0.0,-1.1970146509771045,0.09359233717272107,0.0,0.0619360000000011,14002.580912999998,5.89496725914353e-05,8.059741075824472e-05
53,exampledata_35.ascii,125.0,0.4052631578947368,10.0,117667.37648286665,0.5,0.0,0.06113332545151241,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0,0.07563050000000082,14067.592896999999,1.4872348324728545e-05,3.4257430596825686e-05
54,exampledata_16.ascii,124.0,0.4154929577464789,10.0,117667.37735664083,0.5,0.0,1.4638099492163226,54649.99994204103,58833.68867832042,1.591325453228762e-06,0.08102950000102283,0.198943661971831,0.9666666666666667,2.758054166055268e-06,0.1617790000018431,0.43312981886192364,-0.004108244007689721,0.0,-1.1924605107260384,0.09362354630114812,0.0,0.0841030000000007,13487.283740000003,0.0011329739445479472,0.00031081807365393867
55,exampledata_53.ascii,124.0,0.4112478031634446,10.0,117667.37681088578,0.5,0.0,-0.2744028202944921,inf,58833.68840544289,1.593501616376097e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.43323090962250915,-0.002021261020818068,0.0,-1.1958643202232584,0.09375157757144088,0.0,0.05919249999999998,13891.171005999997,0.00010792180144705583,7.519015924065306e-05
56,exampledata_32.ascii,125.0,0.42105263157894735,10.0,117667.37648286665,0.5,0.0,1.1214585931923182,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0,0.04044550000000058,13360.040778999999,6.0758994243148874e-05,0.00014392750272409954
57,exampledata_48.ascii,124.0,0.40421792618629176,10.0,117667.37632486116,0.5,0.0,-0.25382563883447007,130125.99986989252,58833.68816243058,1.5945686531939446e-06,0.08147400000598282,0.19859402460456943,0.9666666666666667,2.7623629619212803e-06,0.16262199999619043,0.43339354165836047,0.003823580645336117,0.0,-1.1990697256859806,0.09381435489559946,0.0,0.08612150000000085,14166.605930999996,0.0001500474727430202,7.235866022371656e-05
